-35104375 1
-35099346 0
-35094317 0
-35089289 0
-35084260 0
-35079232 1
-35074203 0
-35069175 0
-35064146 0
-35059118 0
-35054089 0
-35049061 0
-35044032 0
-35039004 0
-35033975 0
-35028947 0
-35023918 0
-35018889 0
-35013861 1
-35008832 0
-35003804 0
-34998775 0
-34993747 0
-34988718 0
-34983690 0
-34978661 0
-34973633 0
-34968604 0
-34963576 0
-34958547 0
-34953519 0
-34948490 0
-34943462 0
-34938433 0
-34933404 0
-34928376 0
-34923347 0
-34918319 0
-34913290 0
-34908262 0
-34903233 0
-34898205 0
-34893176 0
-34888148 0
-34883119 0
-34878091 0
-34873062 0
-34868034 0
-34863005 0
-34857976 0
-34852948 0
-34847919 0
-34842891 0
-34837862 0
-34832834 0
-34827805 0
-34822777 0
-34817748 0
-34812720 0
-34807691 0
-34802663 0
-34797634 0
-34792606 0
-34787577 0
-34782549 0
-34777520 0
-34772491 0
-34767463 0
-34762434 0
-34757406 0
-34752377 0
-34747349 0
-34742320 0
-34737292 0
-34732263 0
-34727235 0
-34722206 0
-34717178 0
-34712149 0
-34707121 0
-34702092 0
-34697063 0
-34692035 0
-34687006 0
-34681978 0
-34676949 0
-34671921 0
-34666892 0
-34661864 0
-34656835 0
-34651807 0
-34646778 0
-34641750 0
-34636721 0
-34631693 0
-34626664 0
-34621636 0
-34616607 0
-34611578 0
-34606550 0
-34601521 0
-34596493 0
-34591464 0
-34586436 0
-34581407 0
-34576379 0
-34571350 0
-34566322 0
-34561293 0
-34556265 0
-34551236 0
-34546208 0
-34541179 0
-34536150 0
-34531122 0
-34526093 0
-34521065 0
-34516036 0
-34511008 0
-34505979 0
-34500951 0
-34495922 0
-34490894 0
-34485865 0
-34480837 0
-34475808 0
-34470780 0
-34465751 0
-34460723 0
-34455694 0
-34450665 0
-34445637 0
-34440608 0
-34435580 0
-34430551 0
-34425523 0
-34420494 0
-34415466 0
-34410437 0
-34405409 0
-34400380 0
-34395352 0
-34390323 0
-34385295 0
-34380266 0
-34375237 0
-34370209 0
-34365180 0
-34360152 0
-34355123 0
-34350095 1
-34345066 0
-34340038 0
-34335009 0
-34329981 0
-34324952 0
-34319924 0
-34314895 0
-34309867 0
-34304838 0
-34299810 0
-34294781 0
-34289752 0
-34284724 0
-34279695 0
-34274667 0
-34269638 0
-34264610 0
-34259581 0
-34254553 0
-34249524 0
-34244496 0
-34239467 0
-34234439 0
-34229410 0
-34224382 0
-34219353 0
-34214324 0
-34209296 0
-34204267 0
-34199239 0
-34194210 0
-34189182 0
-34184153 0
-34179125 0
-34174096 0
-34169068 0
-34164039 0
-34159011 0
-34153982 0
-34148954 0
-34143925 0
-34138897 0
-34133868 0
-34128839 0
-34123811 0
-34118782 0
-34113754 0
-34108725 0
-34103697 0
-34098668 0
-34093640 0
-34088611 0
-34083583 0
-34078554 0
-34073526 0
-34068497 0
-34063469 0
-34058440 0
-34053411 0
-34048383 0
-34043354 0
-34038326 0
-34033297 0
-34028269 0
-34023240 0
-34018212 0
-34013183 0
-34008155 0
-34003126 0
-33998098 0
-33993069 0
-33988041 0
-33983012 1
-33977984 0
-33972955 0
-33967926 0
-33962898 0
-33957869 0
-33952841 0
-33947812 0
-33942784 0
-33937755 0
-33932727 0
-33927698 0
-33922670 0
-33917641 0
-33912613 0
-33907584 0
-33902556 0
-33897527 0
-33892498 0
-33887470 0
-33882441 0
-33877413 0
-33872384 0
-33867356 0
-33862327 0
-33857299 0
-33852270 0
-33847242 0
-33842213 0
-33837185 0
-33832156 0
-33827128 0
-33822099 0
-33817071 0
-33812042 0
-33807013 0
-33801985 0
-33796956 0
-33791928 0
-33786899 0
-33781871 0
-33776842 0
-33771814 0
-33766785 0
-33761757 0
-33756728 0
-33751700 0
-33746671 0
-33741643 0
-33736614 0
-33731585 0
-33726557 0
-33721528 0
-33716500 0
-33711471 0
-33706443 0
-33701414 0
-33696386 0
-33691357 0
-33686329 0
-33681300 0
-33676272 0
-33671243 0
-33666215 0
-33661186 0
-33656158 0
-33651129 0
-33646100 0
-33641072 1
-33636043 0
-33631015 0
-33625986 0
-33620958 0
-33615929 0
-33610901 0
-33605872 0
-33600844 0
-33595815 1
-33590787 0
-33585758 0
-33580730 0
-33575701 0
-33570672 0
-33565644 0
-33560615 0
-33555587 0
-33550558 0
-33545530 0
-33540501 0
-33535473 0
-33530444 0
-33525416 0
-33520387 0
-33515359 0
-33510330 0
-33505302 0
-33500273 0
-33495245 0
-33490216 0
-33485187 0
-33480159 0
-33475130 0
-33470102 0
-33465073 1
-33460045 0
-33455016 0
-33449988 0
-33444959 0
-33439931 0
-33434902 0
-33429874 0
-33424845 0
-33419817 0
-33414788 0
-33409759 0
-33404731 0
-33399702 0
-33394674 0
-33389645 0
-33384617 0
-33379588 0
-33374560 0
-33369531 0
-33364503 0
-33359474 0
-33354446 0
-33349417 0
-33344389 0
-33339360 0
-33334332 0
-33329303 0
