1 1 1 1 1 1 1 1 1 2 3 5 8 10 10 10 7 5 3 2 1 1 1 1 3 6 10 12 10 7 3 1
1 1 1 1 1 1 1 1 1 3 5 8 11 14 15 14 11 7 4 2 1 1 1 2 4 9 14 16 14 9 4 2
1 1 1 1 1 1 1 1 1 3 5 8 12 15 16 15 12 8 5 2 1 1 1 2 4 8 13 16 14 9 4 2
1 1 1 1 1 1 1 1 1 2 4 7 10 12 13 12 9 6 4 2 1 1 1 1 3 6 10 11 10 6 3 1
1 1 1 1 1 1 1 1 1 1 2 4 6 7 7 7 5 4 2 1 1 1 1 1 2 3 5 6 5 4 2 1
1 1 1 1 1 1 1 1 1 1 1 2 3 3 3 3 3 2 1 1 1 1 1 1 1 2 2 3 2 2 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 3 3
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 5 6 7 8
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 8 10 12 14 14
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 5 7 11 15 19 22 23 23
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 3 4 5 8 11 15 20 24 27 28 27
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 5 6 6 7 7 6 8 10 14 17 18 20 18
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 6 9 11 12 11 8 7 4 5 5 5 7 7 7
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 8 12 15 16 14 11 7 4 2 1 2 2 2 2
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 8 12 15 16 14 11 7 4 2 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 6 9 11 12 11 8 6 3 2 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 5 6 6 6 5 3 2 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 3 3 2 2 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 5 5 4 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 10 10 9 6 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 15 15 13 9 6 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 16 16 14 10 7 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 5 7 10 13 15
11 13 13 11 8 5 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 7 8 7 5 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 3 3 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
